Ja, es liegt bei den Mitgliedstaaten, spezifische Ziele festzulegen und nicht aus den Augen zu verlieren, aber die Europäische Union muss bei der Verbesserung des Austauschs von bewährten Verfahren eine wichtige Rolle übernehmen.	Yes, it is up to Member States to set specific targets and adhere to them, but the European Union has an important role to play in improving the exchange of best practice.	ep-11-02-16-005.txt	005	068	Elizabeth Lynne		ALDE
Deshalb freut es mich, dass dies in Ziffer 27 der Entschließung des Ausschusses explizit festgehalten wird.	That is why I am pleased that paragraph 27 of the committee resolution makes this very clear.	ep-11-02-16-005.txt	005	068	Elizabeth Lynne		ALDE
Wir haben monatelang über die Form, die die Strategie Europa 2020 annehmen soll, diskutiert, aber jetzt haben wir die vollendeten Beschäftigungsleitlinien.	We have had months of introspection and debates about what shape the Europe 2020 Strategy should take, but we have the Employment Guidelines.	ep-11-02-16-005.txt	005	068	Elizabeth Lynne		ALDE
Der Zeitpunkt für die Umsetzung dieser Leitlinien gekommen.	Now is the time to start delivering on them.	ep-11-02-16-005.txt	005	068	Elizabeth Lynne		ALDE
(DA) Frau Präsidentin! In letzter Zeit wird in Europa viel über wirtschaftliche Verantwortung diskutiert, und diese nimmt oft die Form von Einschnitten bei den öffentlichen Ausgaben an, was jedoch selten eine Verbesserung der Arbeitslosigkeit bringt.	(DA) Madam President, there is a great deal of talk about economic responsibility in Europe these days, and economic responsibility is very often identified by cuts in public expenditure and very rarely by an improvement in the employment situation.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Ich glaube, wir müssen uns fragen, was wirtschaftliche Verantwortung wirklich bedeutet.	I believe that we should ask ourselves what economic responsibility actually means.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Wir von der Fraktion der Grünen/Freie Europäische Allianz sehen eine sehr große Diskrepanz zwischen den in Europa und den gegenwärtig in den Mitgliedstaaten verfolgten Strategien.	We in the Group of the Greens/European Free Alliance see a very large discrepancy between the policies pursued in Europe and those pursued in the Member States right now.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Einerseits steht da der Jahreswachstumsbericht, und es ist ersichtlich, dass das Europäische Semester zu weniger Arbeitsplätzen und einem geringeren Wachstum in Europa führt.	On the one hand, we can see the Annual Growth Survey, and we can see the European Semester leading to fewer jobs and less growth in Europe.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Andererseits halten wir in der Strategie Europa 2020 und in den Beschäftigungsleitlinien fest, dass wir mehr und bessere Arbeitsplätze schaffen wollen.	On the other hand, in the Europe 2020 Strategy and in the Employment Guidelines we say that we want to create more and better jobs.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Das ist widersprüchlich.	There is inconsistency here.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Tatsache ist, dass wir in Europa 23 Millionen Arbeitslose haben.	It is a fact that we have 23 million unemployed in Europe.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
5,5 Millionen davon sind jünger als 25 Jahre.	We have 5.5 million unemployed below the age of 25.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Die Anzahl armer Arbeitnehmer nimmt stetig zu.	We have increasing numbers of poor workers.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Die Zahlen steigen weiter, an und die von uns verfolgte Wirtschaftspolitik verbessert die Lage nicht.	The figures are rising, and the economic policies that we are pursuing are not improving the situation.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Ich glaube, dass wir, wenn wir in Europa neue Arbeitsplätze schaffen wollen, die Strategie Europa 2020 und die Beschäftigungsleitlinien unbedingt in unsere Wirtschaftspolitik aufnehmen müssen.	I believe that, if we want to create new jobs in Europe, it is vital that we truly implement the Europe 2020 Strategy and the guidelines for employment in our economic policies.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
Dadurch würden wir wirtschaftliche Verantwortung zeigen, aber ich bezweifle, dass dies je geschehen wird.	That would be a demonstration of economic responsibility, but I doubt that it will actually happen.	ep-11-02-16-005.txt	005	069	Emilie Turunen		Verts/ALE
(EL) Frau Präsidentin! Die wichtigsten Probleme, die wir heute in der Europäischen Union in Angriff nehmen müssen sind: Armut, Klimawandel, niedrige Geburtenraten, Einwanderung, Energie und insbesondere die Bekämpfung der Arbeitslosigkeit.	(EL) Madam President, poverty, climate change, low birth rates, immigration, energy and, more importantly, combating unemployment are the main problems we face today in the European Union.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Um die Probleme zu lösen, benötigen wir Geld, wir brauchen Finanzierung.	Addressing them takes money and needs appropriations.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
In ganz Europa werden Geldmittel jedoch leider gekürzt.	However, unfortunately, funding is being cut back throughout Europe.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Was bedeutet das?	What does this mean?	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Das bedeutet, dass die Strategie Europa 2020 in Gefahr ist und nur schwer erreichbar sein wird.	It means that the Europe 2020 Strategy is at risk and will be hard to achieve.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Wir müssen es jedoch versuchen.	However, we must try.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Ich glaube, dass wir ein besonderes Augenmerk auf die Arbeitslosigkeit werfen müssen, da sie auf einem Zehnjahreshoch angelangt ist.	I think that we need to pay particular attention to unemployment, which has risen to a ten-year high.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Ich denke zudem, dass wir den jungen Europäerinnen und Europäern ein hohes Bildungsniveau bieten müssen, ohne jedoch die Bedürfnisse des Arbeitsmarkts aus den Augen zu verlieren. Die Lehrpläne müssen überarbeitet werden und die Mitgliedstaaten sollten sich verpflichten, die hohen Abbrecherquoten zu senken.	I also think that we need to provide a high standard of education to young people in Europe, in keeping with the needs of the labour market, and that courses should be revised and Member States should commit to reducing the school dropout rate.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Offene Stellen benötigen spezialisierte Arbeitnehmerinnen und Arbeitnehmer.	Job vacancies need specialised labour.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Ich fordere Europa dazu auf, unverzüglich den vorgeschlagenen Europäischen Monitor für offene Stellen (European Vacancy Monitoring System) mitsamt einem Europäischen Qualifikationspass einzuführen.	I call on Europe to adopt without delay the proposed European vacancy monitoring system, which will also include a European skills passport.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Dabei müssen wir erfolgreich sein.	We must succeed.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Denn Worte sind nicht genug.	Words are not enough.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
Wir brauchen Taten.	We need action.	ep-11-02-16-005.txt	005	070	Nikolaos Salavrakos		EFD
(ES) Frau Präsidentin! Dieses Thema führt unweigerlich zu einer Frage, einer einzigen Frage: Was können wir auf europäischer Ebene tun, um denjenigen Arbeit zu beschaffen, die arbeitslos sind?	(ES) Madam President, this issue raises a question, just one question: at European level what can we do to give work to those who do not have it?	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Bevor ich darauf antworte, möchte ich etwas klarstellen, bei dem wir uns alle einig sind: Ohne eine stabile gesamtwirtschaftliche Lage kann es kein nachhaltiges Wachstum geben.	To respond to that question I want to make clear the first agreed point. There can be no sustainable growth without a stable macroeconomy.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Einige der hier vorgestellten Schnelllösungen, insbesondere aus den linksorientierten Fraktionen, würden zwar Brot für heute bringen, aber in Zukunft für Hunger sorgen.	Some of the quick solutions that have been proposed here, especially from the leftwing Members, would mean bread for today and hunger for tomorrow.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Der zweite Punkt, bei dem wir wohl alle übereinstimmen, ist, dass Europa 2020 eine Sammlung von guten Vorsätzen ist, die sich gut anhören. Wir müssen jedoch nun von schönen Worten zu Taten übergehen.	The second agreed point is that Europe 2020 is a compendium of good intentions, it sounds good, but we have to move from contemplation to action.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Was werden wir tun?	What are we going to do?	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Wie werden wir die vorgeschlagenen Initiativen und Maßnahmen finanzieren?	How are we going to finance the proposed initiatives and actions?	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Ist der im Wortlaut der 2020-Strategie enthaltene Ehrgeiz mit den angekündigten Haushaltskürzungen vereinbar?	Is the ambition contained in the words of the 2020 Strategy compatible with the budgets cuts that have been announced?	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Der dritte Punkt ist, dass wir ein holistisches Bild haben müssen, wenn wir uns auf den Weg in Richtung eines nachhaltigen Wachstums begeben wollen.	The third agreed point is that we need a complete picture if we are to set ourselves on the right path towards stable growth.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Diesen Überblick haben wir jedoch noch nicht.	To date this picture does not yet exist.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Was gegenwärtig im Rat Wirtschaft und Finanzen vorgeht, zeigt uns, dass eine ganze Reihe an weit gestreuten, zusammenhangslosen und widersprüchlichen Ideen besteht.	What is currently happening in the Economic and Financial Affairs Council shows that among them there are a huge amount of scattered, incoherent and inconsistent ideas.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Drei wichtige Maßnahmen müssen ergriffen werden.	There are three important actions to be taken.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Erstens: Länder in Schwierigkeiten dürfen nicht länger unterdrückt werden. Das Problem kann durch die Ausgabe von europäischen Staatsanleihen gelöst werden.	Firstly, stifling countries in difficulties cannot continue, and can be solved by a joint issuing of European bonds.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Zweitens: Die im Monti-Bericht genannten Anleihen müssen umgesetzt werden, sie werden in der Wirtschaftsstrategie Europa 2020 jedoch nicht erwähnt.	Secondly, the bonds specified in the Monti Report have to be implemented, but they are not mentioned in the Europe 2020 Economic Strategy.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
Drittens: Wir müssen die Ressourcen der Europäischen Investitionsbank verwenden. Zwei Drittel davon gehören der Kommission, und diese Mittel müssten in zehn Jahren nur um das Vierfache erhöht werden, um dem Betrag zu entsprechen, den der Marshall-Plan für den Wiederaufbau der europäischen Wirtschaft aufgewendet hat.	Thirdly, we have to use the European Investment Bank's resources, two thirds of which are the Commission's, and which would only have to be increased fourfold in 10 years in order to equal the money that the Marshall Plan had for the reconstruction of the European economy.	ep-11-02-16-005.txt	005	071	José Manuel García-Margallo y Marfil		PPE
(EL) Frau Präsidentin! Die EU diskutiert seit Monaten über eine wirksame, geschlossene und realistische Antwort auf die Krise, eine Antwort, mit der wir unsere strategischen Ziele für ein tragbares Wachstum, Beschäftigungsschutz, sozialen Fortschritt und sozialen Zusammenhalt erreichen können.	(EL) Madam President, the EU has been debating an efficient, cohesive and viable response to the crisis for several months now, a response that will ensure that our strategic objectives of viable growth, protection for employment, social progress and social cohesion will be attained.	ep-11-02-16-005.txt	005	072	Anni Podimata		S&amp;D
